Price,Location,Area,Time,Subtitle,Name
"291,000 ج.م",بيفرلى هيلز، الشيخ زايد•منذ 1 أسبوع,104 SQM,منذ 3 أيام,22104 SQM,باقل سعر شقة للبيع 104م في كمبوند بلوم فيلدز بالقرب من الشروق
"2,500,000 ج.مقابل للتفاوض",حدائق الاهرام، الجيزة•منذ 18 ساعات,190 SQM,منذ 6 أيام,32190 SQM,امتلك ارخص شقه ف قلب التجمع  190 م متشطبه واستلام فوري
"6,900,000 ج.م",ستون ريزيدنس، القاهرة الجديدة - التجمع•منذ 5 أيام,440 SQM,منذ 2 أيام,45440 SQM,شقة ضخمة 440م للبيع بالحي الأول - التجمع الخامس
"3,387,000 ج.مقابل للتفاوض",او ويست، 6 أكتوبر•منذ 6 أيام,161 SQM,منذ 1 أسبوع,33161 SQM,في بيفرلي هيلز شقه تشطيب فاخر استلام فوري في قلب الشيخ زايد Beverly
"1,100,000 ج.م",6 أكتوبر، الجيزة•منذ 2 أيام,115 SQM,منذ 18 ساعات,31115 SQM,بحدائق الاهرام شقه واجهه 115متر
"3,600,000 ج.مقابل للتفاوض",حدائق 6 اكتوبر، الجيزة•منذ 12 ساعات,155 SQM,منذ 5 أيام,33155 SQM,شقة 155م أرضى بحديقة موقع متميز استلام فورى للبيع فى Stone Residence
"575,000 ج.م",رحاب سيتي، مدينة الرحاب•منذ 3 أيام,201 SQM,منذ 6 أيام,44201 SQM,شقه 201 م للبيع O west اويست اوراسكوم متشطبه بجوار مول مصر مباشره
"2,300,000 ج.م",محرّم بيك، الإسكندرية•منذ 3 أيام,211 SQM,منذ 2 أيام,33211 SQM,شقة 211م للبيع بيت الوطن الاساسي علي محور البوليفارد مباشرة
"1,000,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 1 أسبوع,80 SQM,منذ 12 ساعات,2180 SQM,شقه للبيع في دجله جاردنز - حدائق أكتوبر
"4,250,000 ج.م",جدران، زهراء المعادى•منذ 23 ساعات,119 SQM,منذ 3 أيام,33119 SQM,شقة لقطة للبيع في الرحاب 2 تشطيب خاص بالسعر القديم
"11,833,000 ج.م",ميدتاون سكاى، العاصمة الإدارية الجديدة•منذ 6 أيام,252 SQM,منذ 3 أيام,43252 SQM,تيسيرا252م للبيع في بالم هيلز سيتي سنتر كارفورpalm hills alex بالتقسيط
"2,885,000 ج.م",جاليريا، القاهرة الجديدة - التجمع•منذ 1 أسبوع,226 SQM,منذ 1 أسبوع,43226 SQM,للبيع شقة 324م استلام فوري بالعداد ف الاندلس التجمع بتسهيلات على سنتين
"1,181,928 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 1 أسبوع,90.3 SQM,منذ 23 ساعات,2190.3 SQM,شقه تقسيط من المالك في المعادي 90.3 م
"350,000 ج.م",الشيخ زايد، الجيزة•منذ 6 أيام,190 SQM,منذ 6 أيام,33190 SQM,شقه الان 190م فى العاصمة الادارية بخصم 10%ومده اقساط تصل الى 7سنوات
"4,420,000 ج.م",تاج سيتي، القاهرة الجديدة - التجمع•منذ 3 أيام,200 SQM,منذ 1 أسبوع,33200 SQM,بسعر مميز امتلك شقه 200م استلام فوري في جاليريا كمبوند
"1,700,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 5 أيام,131 SQM,منذ 1 أسبوع,32131 SQM,بأميز مواقع التجمع الخامس نورث هاوس شقة امامي 131م وجاردن هدية 71م قسط
"2,400,000 ج.م",مدينتي، القاهرة•منذ 2 أيام,160 SQM,منذ 6 أيام,33160 SQM,زايد إيدج شقة 160 م تقسيط حتي 72 شهر اقساط متساوية
"7,000,000 ج.م",مدينة نصر، القاهرة•منذ 3 أيام,165 SQM,منذ 5 أيام,32165 SQM,شقة بنتهاوس للبيع في مشروع  Midtown التجمع الخامس متشطب بالكامل
"840,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 6 أيام,95 SQM,منذ 1 أسبوع,3295 SQM,شقه بالاسكان المتميز بالعلمين الجديده
"260,000 ج.م",الشيخ زايد، الجيزة•منذ 3 أيام,80 SQM,منذ 3 أيام,1280 SQM,ستوديو 2 حمام للبيع في كمبوند تاج سيتي التجمع استلام 2027 Taj city
"6,223,500 ج.مقابل للتفاوض",بيفرلى هيلز، الشيخ زايد•منذ 3 أيام,234 SQM,منذ 5 أيام,43234 SQM,دوبلكس بفيو مميز ف الفاميلي هاوس في هايد بارك 234م
"2,300,000 ج.م",العاصمة الإدارية الجديدة، القاهرة•منذ 2 أيام,170 SQM,منذ 15 ساعات,32170 SQM,شقه 170م للبيع في فيلات الدفاع الوطني التجمع الخامس
"2,800,000 ج.م",6 أكتوبر، الجيزة•منذ 11 دقائق,107 SQM,منذ 2 أيام,21107 SQM,شقه مميزه للبيع  بمدينتي١٠٧م  For sale in Madinaty
"2,450,000 ج.م",مدينة بدر، القاهرة•منذ 11 دقائق,215 SQM,منذ 4 أيام,33215 SQM,شقة للبيع - الحي التاسع - مقدم 35 % - استلام فوري بالتقسيط - 6 اكتوبر
"9,300,000 ج.م",مدينة بدر، القاهرة•منذ 11 دقائق,250 SQM,منذ 3 أيام,32250 SQM,شقه للبيع في كمبوند مزارين العلمين الجديدة | تشطيب كامل بالتكيفات
"7,200,000 ج.م",6 أكتوبر، الجيزة•منذ 11 دقائق,450 SQM,منذ 3 أيام,43450 SQM,شقة للبيع كاملة التشطيب مباشرة على شارع النصر - مدينة نصر
"479,000 ج.م",مدينة بدر، القاهرة•منذ 11 دقائق,175 SQM,منذ 6 أيام,33175 SQM,شقه استلام فوري علي التسعين الجنوبي دايركت بافضل سعر التجمع الخامس
"3,300,000 ج.م",مدينتي، مدينتي•منذ 12 دقائق,165 SQM,منذ 2 أيام,33165 SQM,شقتك فى كمبوند اويا بالعاصمه استلام 6 شهور
"2,050,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 15 دقائق,195 SQM,منذ 3 أيام,33195 SQM,بفيو مميز للبيع شقه روف ١٩٥ م بالحي السابع امام كمبوند  نيو جاردن سيتى
"9,000,000 ج.م",مدينتي، مدينتي•منذ 25 دقائق,301 SQM,منذ 3 أيام,33301 SQM,"Duplex With Garden For Sale in Vye Sodic ,Sheikh Zayed October ."
"3,403,614 ج.م",مدينة بدر، القاهرة•منذ 29 دقائق,156 SQM,منذ 2 أيام,33156 SQM,شقه للبيع مع شركه اكام في منطقة R7 عاين قبل ما تشتري
"880,000 ج.م",مدينتي، مدينتي•منذ 29 دقائق,120 SQM,منذ 11 دقائق,21120 SQM,شقة لقطة لدواعى السفر 01007857476
"1,900,000 ج.م",مدينتي، مدينتي•منذ 33 دقائق,190 SQM,منذ 11 دقائق,32190 SQM,شقi للبيع من المالك   الحي الثاني  ٦ اكتوبر
"720,000 ج.م",المندرة، الإسكندرية•منذ 45 دقائق,145 SQM,منذ 11 دقائق,32145 SQM,شقه للبييع بالحى المتميز 4/3 تشطيب تانىى نمره من  الحزام  سعر محروق
"770,000 ج.م",مدينة بدر، القاهرة•منذ 47 دقائق,165 SQM,منذ 11 دقائق,32165 SQM,شقه للبيع بالحى المتميز عللى  جاردن فى المنطقه  5  قرريبه  لمول مصر
"1,800,000 ج.م",جوار، الشيخ زايد•منذ 51 دقائق,180 SQM,منذ 11 دقائق,42180 SQM,شقه بالحي الخامس منطقه الفلل
"850,000 ج.م",رشدي، الإسكندرية•منذ 52 دقائق,135 SQM,منذ 11 دقائق,31135 SQM,شقه للبيع علي شارع السنترال الرئيسي امام منطقه النوادي مباشر
"1,300,000 ج.م",سراى، مدينة المستقبل•منذ 2 ساعات,100 SQM,منذ 11 دقائق,21100 SQM,شقه ١٠٠ م للبيع محور المحمودية  بالاتحادية بجوار انطونياديس وفالوري
"3,100,000 ج.م",بالم هيلز القاهرة الجديدة، القاهرة الجديدة - التجمع•منذ 2 ساعات,96 SQM,منذ 12 دقائق,2296 SQM,شقه 96 متر للبيع في مدينتي  بالمرحله السابعه B7
"650,000 ج.مقابل للتفاوض",بورتو نيو كايرو، القاهرة الجديدة - التجمع•منذ 2 ساعات,120 SQM,منذ 11 دقائق,21120 SQM,فرصة لدواعي السفر
"290,000 ج.م",الباتيو اورو، القاهرة الجديدة - التجمع•منذ 3 ساعات,90 SQM,منذ 11 دقائق,1190 SQM,شقة مميزة بحرية بالعجمي زهراء الهانوڤيل ٩٠ متر
"4,050,000 ج.م",مدينة الرحاب، القاهرة•منذ 3 ساعات,170 SQM,منذ 15 دقائق,33170 SQM,Amazing apartment for sale in Mountain View I-city
"4,100,000 ج.م",مدينة الرحاب، القاهرة•منذ 6 ساعات,140 SQM,منذ 25 دقائق,32140 SQM,شقه 140 م للبيع في مدينتي بالمرحله العاشره B10
"720,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 7 ساعات,140 SQM,منذ 29 دقائق,32140 SQM,شقه للبيع بمدينه بدر بالحي المتميز علي الفاصل
"3,400,000 ج.م",مدينتي، القاهرة•منذ 7 ساعات,124 SQM,منذ 29 دقائق,32124 SQM,شقه 124 متر للبيع في مدينتي  بالمرحله السادسه B6
"3,000,000 ج.مقابل للتفاوض",مدينتي، مدينتي•منذ 7 ساعات,96 SQM,منذ 33 دقائق,2296 SQM,شقه للبيع 96 م في مدينتي بالمرحله السابعه B7  تشطيب الترا سوبر لوكس
"3,600,000 ج.م",مدينتي، القاهرة•منذ 7 ساعات,170 SQM,منذ 34 دقائق,33170 SQM,تشطيب فاخر شقه للبيع في الخمايل امام هايبر وان مرحله 3دبل فيس 170م
"9,500,000 ج.م",ايون، 6 أكتوبر•منذ 8 ساعات,620 SQM,منذ 45 دقائق,44620 SQM,دوبلكس للبيع 620 م المندره - اول صف على البحر
"750,000 ج.م",مدينتي، مدينتي•منذ 8 ساعات,110 SQM,منذ 47 دقائق,32110 SQM,شقه للبيع بمدينه بدر بالحي الاول مجاوره 4
"5,800,000 ج.م",مدينتي، مدينتي•منذ 8 ساعات,220 SQM,منذ 51 دقائق,33220 SQM,شقة 220م للبيع بسعر مميز في جوار الشيخ زايد - Jewar Elshiekh Zayed
"3,100,000 ج.م",مدينتي، القاهرة•منذ 9 ساعات,271 SQM,منذ 52 دقائق,32271 SQM,شقة للبيع 271 م رشدي
"1,250,000 ج.مقابل للتفاوض",مدينتي، القاهرة•منذ 9 ساعات,120 SQM,منذ 1 ساعة,31120 SQM,شقه للبيع في كمبوند جاردينيا
"230,000 ج.م",جرين سكوير، مدينة المستقبل•منذ 9 ساعات,90 SQM,منذ 2 ساعات,3190 SQM,للبيع شقة تحفة بالرحاب أسيوط الجديدة
"3,150,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 9 ساعات,129 SQM,منذ 2 ساعات,32129 SQM,Amazing apartment at sarai
"5,125,000 ج.م",ذا ادريس ايست، القاهرة الجديدة - التجمع•منذ 9 ساعات,183 SQM,منذ 2 ساعات,32183 SQM,Palm hills new cairo  _التجمع الخامس
"5,125,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 9 ساعات,145 SQM,منذ 2 ساعات,23145 SQM,Porto new cairo BUPLEX for sale fully furnished -التجمع الخامس
"1,500,000 ج.م",اوبرا سيتي، الشيخ زايد•منذ 10 ساعات,125 SQM,منذ 2 ساعات,21125 SQM,شقة للبيع بسيدي بشر بحري
"2,850,000 ج.مقابل للتفاوض",المعادي، القاهرة•منذ 10 ساعات,156 SQM,منذ 2 ساعات,42156 SQM,بنتهاوس للبيع كمبوند رحاب اكتوبر ستي حدايق اكتوبر
"1,750,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 10 ساعات,146 SQM,منذ 3 ساعات,31146 SQM,شقه بالسيوف شماعه علي الشارع العمومي ١٤٦ متر ٣ غرف و ريسيبشن ٣ قطع و م
"90,000 ج.م",مدينة نصر، القاهرة•منذ 11 ساعات,145 SQM,منذ 3 ساعات,31145 SQM,للبيع شقة  في اكتوبر الحي الخامس عقد اول ١٤٠م سوبر لوكس
"7,500,000 ج.م",الشيخ زايد، الجيزة•منذ 11 ساعات,230 SQM,منذ 3 ساعات,43230 SQM,اقل من سعر السوق شقه ف الباتيو اورو استلام فوري اكبر مساحه ٢٣٠متر
"6,600,000 ج.مقابل للتفاوض",دار مصر، القاهرة الجديدة - التجمع•منذ 11 ساعات,183 SQM,منذ 3 ساعات,33183 SQM,شقه للبيع بالرحاب ٢ بالقرب من السوق الشرقي
"850,000 ج.مقابل للتفاوض",مدينتي، القاهرة•منذ 11 ساعات,120 SQM,منذ 3 ساعات,21120 SQM,تشطيب الترا سوبر لوكس ١٢٠م جاهزة للسكن فورًا
"3,100,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 11 ساعات,195 SQM,منذ 3 ساعات,33195 SQM,للبيع أو للبدل بشقة في التجمع أو مدينتي
"3,500,000 ج.مقابل للتفاوض",مدينتي، القاهرة•منذ 11 ساعات,89 SQM,منذ 6 ساعات,2289 SQM,امتلك النموذج النادر والمطلوب مدينه الرحاب
"2,000,000 ج.م",مدينتي، القاهرة•منذ 11 ساعات,200 SQM,منذ 7 ساعات,32200 SQM,شقه للبيع في جاردينا التجمع الخامس
"3,800,000 ج.مقابل للتفاوض",القاهرة الجديدة - التجمع، القاهرة•منذ 11 ساعات,133 SQM,منذ 7 ساعات,32133 SQM,133متر تشطيب سوبر لوكس مدينتي المعاينة اي وقت
"4,500,000 ج.م",الفردوس، 6 أكتوبر•منذ 11 ساعات,165 SQM,منذ 7 ساعات,33165 SQM,فقط وحصري 165م بي10 فيو جاردن ووايد جاردن
"3,000,000 ج.م",الفردوس، 6 أكتوبر•منذ 11 ساعات,96 SQM,منذ 7 ساعات,2296 SQM,لهواة التشطيب الفاخر شقة للبيع بمدينتي
"5,630,000 ج.م",6 أكتوبر، الجيزة•منذ 12 ساعات,67 SQM,منذ 8 ساعات,1167 SQM,استيديو للبيع استلام فورى فى ابراج ايون
"6,700,000 ج.م",6 أكتوبر، الجيزة•منذ 12 ساعات,265 SQM,منذ 8 ساعات,44265 SQM,لقطه للبييييع 265م فيو نادي مدينتي مباشرة
"2,500,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 12 ساعات,175 SQM,منذ 8 ساعات,41175 SQM,شقه ف الميرغني
"500,000 ج.م",مدينتي، القاهرة•منذ 12 ساعات,95 SQM,منذ 8 ساعات,2195 SQM,شقة للبيع بالمعمورة 95 م ب 500 الف
"1,650,000 ج.م",مدينتي، مدينتي•منذ 12 ساعات,145 SQM,منذ 8 ساعات,32145 SQM,شقه لقطه بالنزهه لدواعي السفر
"1,950,000 ج.م",مدينتي، مدينتي•منذ 12 ساعات,195 SQM,منذ 8 ساعات,33195 SQM,دجله فيو المرشدي
"2,250,000 ج.م",مدينتي، القاهرة•منذ 12 ساعات,65 SQM,منذ 8 ساعات,2165 SQM,ارخص شقه غرفتين نوم بمدينتي تشطيبات خاصه بسعر مميز لسرعه البيع
"7,000,000 ج.م",6 أكتوبر، الجيزة•منذ 12 ساعات,211 SQM,منذ 9 ساعات,33211 SQM,شقه للبيع 211م فيو الحزام الاخضر مدينتي في الb1
"5,420,000 ج.م",لاروز، القاهرة الجديدة - التجمع•منذ 12 ساعات,168 SQM,منذ 9 ساعات,33168 SQM,شقه للبيع بمدينتي ١٦٨م b8 تشطيب شركه for sale in Madinaty
"3,500,000 ج.مقابل للتفاوض",مدينتي، القاهرة•منذ 12 ساعات,450 SQM,منذ 9 ساعات,65450 SQM,دوبلكس للبيع داخل كمبوند حدائق اكتوبر بجوار البوابه الرابعه
"1,200,000 ج.مقابل للتفاوض",مدينتي، مدينتي•منذ 12 ساعات,135 SQM,منذ 9 ساعات,32135 SQM,شقة ببرج فخم ثلاث نواصي وشيك علي المريوطية الرئيسي
"2,750,000 ج.مقابل للتفاوض",روك إيدين، حدائق 6 اكتوبر•منذ 12 ساعات,190 SQM,منذ 9 ساعات,32190 SQM,شقه للبيع
"630,000 ج.مقابل للتفاوض",روك إيدين، حدائق 6 اكتوبر•منذ 12 ساعات,90 SQM,منذ 9 ساعات,2190 SQM,شقة للبيع بالشروق
"3,050,000 ج.م",جرين 5، الشيخ زايد•منذ 12 ساعات,175 SQM,منذ 9 ساعات,32175 SQM,شقه للبيع في المهندسين
"4,500,000 ج.م",مدينة الرحاب، القاهرة•منذ 12 ساعات,225 SQM,منذ 9 ساعات,43225 SQM,دوبلكس ريسيل للبيع استلام في المستقبل سيتي جرين سكوير صبور
"2,800,000 ج.م",روك إيدين، حدائق 6 اكتوبر•منذ 12 ساعات,195 SQM,منذ 9 ساعات,32195 SQM,شقه للبيع 195م بالبنفسج عمارات دور ارضي مرتفع متشطبه الترا سوبر لوكس
"500,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 13 ساعات,200 SQM,منذ 9 ساعات,32200 SQM,شقة للبيع بدار السلام
"6,300,000 ج.م",مدينتي، القاهرة•منذ 13 ساعات,210 SQM,منذ 9 ساعات,34210 SQM,دوبلكس ريسيل متشطب الترا مودرن استلام فوري كمبوند ادريس ايست التجمع
"2,200,000 ج.م",مدينتي، مدينتي•منذ 13 ساعات,165 SQM,منذ 9 ساعات,32165 SQM,شقه للبيع في اللوتس الجنوبية
"4,200,000 ج.م",مدينتي، مدينتي•منذ 13 ساعات,300 SQM,منذ 9 ساعات,44300 SQM,شقه 300م موقع متميز بزهراء المعادي
"1,250,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 13 ساعات,270 SQM,منذ 10 ساعات,32270 SQM,فرصه اخر بنت هاوس  علي مسجدالشربتلي بالسياحية (أ)
"3,200,000 ج.م",6 أكتوبر، الجيزة•منذ 13 ساعات,126 SQM,منذ 10 ساعات,21126 SQM,شقه للبيع في اوبرا سيتي 6 اكتوبر Apartment for sale in opera city
"4,700,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 13 ساعات,200 SQM,منذ 10 ساعات,32200 SQM,شقة للبيع التجمع الاول شرق الاكاديمية الترا لوكس ٣غرف وليفنج و٢حمام
"1,600,000 ج.م",مدينتي، القاهرة•منذ 13 ساعات,120 SQM,منذ 10 ساعات,21120 SQM,شقة هاي لوكس تمليك في سموحة بجوار مستشفي اندلسية سموحة
"1,750,000 ج.مقابل للتفاوض",القاهرة الجديدة - التجمع، القاهرة•منذ 13 ساعات,160 SQM,منذ 10 ساعات,32160 SQM,شقه لقطه سي فيو مباشر للقنال
"2,850,000 ج.م",حدائق 6 اكتوبر، الجيزة•منذ 13 ساعات,210 SQM,منذ 10 ساعات,33210 SQM,شقة ٢١٠ م كمبوند حياة دجلة المعادي بحري وفيو مميز علي نادي المصرية
"3,250,000 ج.م",مدينتي، القاهرة•منذ 13 ساعات,217 SQM,منذ 10 ساعات,43217 SQM,شقه استلام فوري بمنطقة الفيلات الاكثر تميزا 217 م
"1,600,000 ج.م",مدينة الرحاب، القاهرة•منذ 13 ساعات,126 SQM,منذ 11 ساعات,33126 SQM,امتلك شقة متشطبة استلام فوري فى كمبوند كابيتال ايست 2
"3,800,000 ج.م",6 أكتوبر، الجيزة•منذ 14 ساعات,360 SQM,منذ 11 ساعات,33360 SQM,دوبليكس بموقع مميز بحديقة امام زيد بارك مباشرة
"2,750,000 ج.م",المعادي، القاهرة•منذ 14 ساعات,140 SQM,منذ 11 ساعات,33140 SQM,امتلك شقة في دار مصر القرنفل تشطيبات خاصه
"920,000 ج.م",الخمائل، الشيخ زايد•منذ 14 ساعات,100 SQM,منذ 11 ساعات,21100 SQM,شقه ١٠٠ متر للبيع في مدينتي استلام فوري في b15 تخصيص
"3,500,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 14 ساعات,243 SQM,منذ 11 ساعات,32243 SQM,شقه نصف تشطيب للبيع بكمبوند فى السادس من اكتوبر
"6,100,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 14 ساعات,211 SQM,منذ 11 ساعات,33211 SQM,شقه للبيع بمدينتي ٢١١م ارضي بحديقه apartment for
"3,850,000 ج.مقابل للتفاوض",الباتيو كازا، مدينة الشروق•منذ 14 ساعات,185 SQM,منذ 11 ساعات,22185 SQM,للبيع شقة ١٨٥م غرب ارابيلا  من المالك مباشرة (الوسطاء يمتنعون نهائيا )
"2,800,000 ج.م",مدينة الرحاب، القاهرة•منذ 14 ساعات,103 SQM,منذ 11 ساعات,32103 SQM,مدينتى شقه للبيع 103 متر مجموعه 67
"1,700,000 ج.م",6 أكتوبر، الجيزة•منذ 14 ساعات,135 SQM,منذ 11 ساعات,32135 SQM,شقه للبيع نص تشطيب اللوتس الشمالية خطوات لي التسعين الشمالى
"340,000 ج.مقابل للتفاوض",المهندسين، الجيزة•منذ 14 ساعات,90 SQM,منذ 11 ساعات,3190 SQM,شقة للبيع
"1,550,000 ج.مقابل للتفاوض",مدينتي، مدينتي•منذ 14 ساعات,220 SQM,منذ 11 ساعات,42220 SQM,شقة ٢٢٠م لمحبين المساحات الواسعه و بأفضل موقع بمدينة الفردوس ٦ اكتوبر
"1,950,000 ج.مقابل للتفاوض",مدينة الرحاب، القاهرة•منذ 14 ساعات,175 SQM,منذ 11 ساعات,21175 SQM,"للجادين فقط والوسطاء يمتنعون
شقة للبيع بحي الاندلس بالتجمع الخامس"
"2,000,000 ج.م",الشيخ زايد، الجيزة•منذ 14 ساعات,250 SQM,منذ 11 ساعات,32250 SQM,شقة تحفه مساحة 240 متر فيو مفتوح بحري الفردوس السادس من اكتوبر
"1,700,000 ج.م",الشيخ زايد، الجيزة•منذ 15 ساعات,190 SQM,منذ 11 ساعات,32190 SQM,شقه للبيع بالمقطم شارع ٨١ خلف اولاد رجب
"4,250,000 ج.مقابل للتفاوض",الشيخ زايد، الجيزة•منذ 15 ساعات,275 SQM,منذ 11 ساعات,43275 SQM,شقه للبيع تشطيب سوبر لوكس بدريم لاند ط الواحات ب مول مصر
"1,150,000 ج.مقابل للتفاوض",اوبرا سيتي، الشيخ زايد•منذ 15 ساعات,105 SQM,منذ 11 ساعات,21105 SQM,شقة 105 متر تشطيب سوبر لوكس على الواجهة
"4,700,000 ج.مقابل للتفاوض",القاهرة الجديدة - التجمع، القاهرة•منذ 15 ساعات,340 SQM,منذ 11 ساعات,54340 SQM,"Duplex in mokattam, ultra lux, ready to move"
"1,400,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 15 ساعات,125 SQM,منذ 12 ساعات,21125 SQM,شقه للبيع الحي الثالث المجاوره الاولى
"2,350,000 ج.م",مدينتي، القاهرة•منذ 15 ساعات,230 SQM,منذ 12 ساعات,33230 SQM,شقه للبيع الحي الرابع المجاوره الخامسه
"3,900,000 ج.مقابل للتفاوض",رحاب سيتي، مدينة الرحاب•منذ 15 ساعات,128 SQM,منذ 12 ساعات,21128 SQM,شقة استلام فوري ١٢٨بجنينه ٧٦م ب٣. ٩٠٠. ٠٠٠ كاش للبيع تاج سيتي
"2,300,000 ج.م",رحاب سيتي، مدينة الرحاب•منذ 15 ساعات,65 SQM,منذ 12 ساعات,2165 SQM,شقه للبيع في مدينتي تشطيب خاص بجوار الخدمات
"2,700,000 ج.م",6 أكتوبر، الجيزة•منذ 15 ساعات,96 SQM,منذ 12 ساعات,2296 SQM,بسعر مميز جدا لسرعه البيع شقه 96 م في مدينتي
"2,700,000 ج.مقابل للتفاوض",6 أكتوبر، الجيزة•منذ 15 ساعات,96 SQM,منذ 12 ساعات,2296 SQM,شقه للبيع 96م مدينتي بموقع مميز في الB7
"2,200,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 15 ساعات,125 SQM,منذ 12 ساعات,31125 SQM,Apartment
"5,900,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 15 ساعات,211 SQM,منذ 12 ساعات,33211 SQM,شقه للبيع بمدينتي ٢١١م بالمراحل الثلاثه الاولى apartment for sale
"1,300,000 ج.مقابل للتفاوض",سكاي كوندوز سوديك، القاهرة الجديدة - التجمع•منذ 15 ساعات,125 SQM,منذ 12 ساعات,31125 SQM,شقه للبيع
"2,400,000 ج.م",ماونتن فيو اى سيتي، القاهرة الجديدة - التجمع•منذ 15 ساعات,190 SQM,منذ 12 ساعات,33190 SQM,شقة للبيع 190م في السياحيه الاولى خلف مول العرب
"5,000,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 15 ساعات,200 SQM,منذ 12 ساعات,33200 SQM,شقه للبيع  داخل كمبوند بالتجمع تشطيب الترا سوبر لوكس الدور الارضي
"800,000 ج.م",6 أكتوبر، الجيزة•منذ 15 ساعات,200 SQM,منذ 12 ساعات,11200 SQM,رووف للبيع
"7,500,000 ج.م",القاهرة الجديدة - التجمع، القاهرة•منذ 15 ساعات,255 SQM,منذ 12 ساعات,44255 SQM,شقه للبيع بمدينتي ٢٥٥م ارضي بحديقه ٦٥م for sale in Madinaty
